Company Name,BSE Code,NSE Symbol,Latest Market Cap,Industry
Goldkart Jewels Ltd.,,GOLDKART, ? 357.53 ,Diamond  &  Jewellery
DJ Mediaprint & Logistics Ltd.,543193,DJML, ? 355.07 ,Printing And Publishing
T.T. Ltd.,514142,TTL, ? 353.67 ,Textile
Interiors & More Ltd,,INM, ? 353.27 ,Laminates/Decoratives
Sintercom India Ltd.,,SINTERCOM, ? 352.63 ,Auto Ancillary
Mcleod Russel India Ltd.,532654,MCLEODRUSS, ? 352.54 ,Tea/Coffee
Sayaji Hotels (Indore) Ltd.,544080,, ? 351.88 ,"Hotel, Resort & Restaurants"
Markolines Pavement Technologies Ltd.,543364,, ? 350.42 ,Engineering - Construction
UCAL Ltd.,500464,UCAL, ? 350.26 ,Auto Ancillary
Autoline Industries Ltd.,532797,AUTOIND, ? 349.59 ,Auto Ancillary
Hitech Corporation Ltd.,526217,HITECHCORP, ? 347.16 ,Plastic Products
Medico Remedies Ltd.,540937,MEDICO, ? 346.71 ,Pharmaceuticals & Drugs
Indo-National Ltd.,504058,NIPPOBATRY, ? 346.05 ,Batteries
Trejhara Solutions Ltd.,542233,TREJHARA, ? 346.00 ,IT - Software
EKI Energy Services Ltd.,543284,, ? 345.18 ,Business Support
Aelea Commodities Ltd,544213,, ? 344.13 ,Trading
Cosmo Ferrites Ltd.,523100,, ? 344.06 ,Engineering Consultancy
Wise Travel India Ltd.,,WTICAB, ? 343.84 ,Travel Services
UY Fincorp Ltd.,530579,UYFINCORP, ? 343.38 ,Finance - NBFC
Sahyadri Industries Ltd.,532841,SAHYADRI, ? 343.22 ,Cement & Construction Materials
A2Z Infra Engineering Ltd.,533292,A2ZINFRA, ? 342.91 ,Engineering - Construction
Vardhman Acrylics Ltd.,,VARDHACRLC, ? 340.98 ,Textile - Manmade  Fibres
Triton Valves Ltd.,505978,, ? 340.83 ,Auto Ancillary
Variman Global Enterprises Ltd.,540570,, ? 340.32 ,Construction - Real Estate
Apollo Sindoori Hotels Ltd.,,APOLSINHOT, ? 337.79 ,"Hotel, Resort & Restaurants"
Titan Bio-Tech Ltd.,524717,, ? 336.46 ,Chemicals
Kotyark Industries Ltd.,,KOTYARK, ? 336.33 ,Agriculture
Nagarjuna Fertilizers and Chemicals Ltd.,539917,NAGAFERT, ? 335.51 ,Fertilizers
PPAP Automotive Ltd.,532934,PPAP, ? 335.25 ,Auto Ancillary
DCM Nouvelle Ltd.,542729,DCMNVL, ? 335.19 ,Textile
Softsol India Ltd.,532344,, ? 334.99 ,IT - Software
ITCONS E-Solutions Ltd,543806,, ? 334.21 ,Professional Services
Bhilwara Technical Textiles Ltd.,533108,, ? 333.90 ,Textile
Taylormade Renewables Ltd.,541228,, ? 332.88 ,Electric Equipment
Suyog Gurbaxani Funicular Ropeways Ltd.,543391,, ? 332.66 ,Engineering - Construction
B&B Triplewall Containers Ltd.,543668,BBTCL, ? 332.34 ,Paper & Paper Products
Emerald Leisures Ltd.,507265,, ? 331.54 ,"Hotel, Resort & Restaurants"
Davangere Sugar Company Ltd.,543267,DAVANGERE, ? 331.18 ,Sugar
Shera Energy Ltd.,,SHERA, ? 330.43 ,Metal - Non Ferrous
Trident Lifeline Ltd.,543616,, ? 330.03 ,Pharmaceuticals & Drugs
Majestic Auto Ltd.,500267,MAJESAUTO, ? 330.02 ,Business Support
ABM Knowledgeware Ltd.,531161,, ? 329.94 ,IT - Software
Pritika Auto Industries Ltd.,539359,PRITIKAUTO, ? 329.86 ,Engineering
DU Digital Global Ltd.,,DUGLOBAL, ? 329.63 ,Professional Services
Poddar Pigments Ltd.,524570,PODDARMENT, ? 329.39 ,Dyes & Pigments
Techera Engineering India Ltd,,TECHERA, ? 329.26 ,Engineering - Industrial Equipments
Aban Offshore Ltd.,523204,ABAN, ? 329.24 ,Oil Exploration
Hindusthan Urban Infrastructure Ltd.,539984,, ? 327.53 ,Electronics - Components
Mach Conferences & Events Ltd,544248,, ? 327.34 ,Professional Services
Rajasthan Gases Ltd.,526873,, ? 326.87 ,Industrial  Gases & Fuels
Jay Shree Tea & Industries Ltd.,509715,JAYSREETEA, ? 326.75 ,Tea/Coffee
Sheetal Cool Products Ltd.,540757,SCPL, ? 326.50 ,Consumer Food
Namo eWaste Management Ltd,,NAMOEWASTE, ? 326.32 ,Environmental Services
GTT Data Solutions Ltd.,530457,, ? 325.84 ,"Film Production, Distribution & Entertainment"
Chavda Infra Ltd.,,CHAVDA, ? 325.46 ,Construction - Real Estate
Supreme Holdings & Hospitality (India) Ltd.,530677,SUPREME, ? 325.21 ,Construction - Real Estate
Rudrabhishek Enterprises Ltd.,,REPL, ? 324.97 ,Engineering - Construction
Vaarad Ventures Ltd.,532320,, ? 324.87 ,Miscellaneous
Waaree Technologies Ltd.,539337,, ? 324.07 ,Batteries
Ace Software Exports Ltd.,531525,, ? 323.90 ,IT - Software
Sundaram Brake Linings Ltd.,590072,SUNDRMBRAK, ? 323.60 ,Auto Ancillary
Suraj Products Ltd.,518075,, ? 322.96 ,Steel/Sponge Iron/Pig Iron
Kamdhenu Ventures Ltd.,543747,KAMOPAINTS, ? 322.84 ,Trading
Niraj Cement Structurals Ltd.,532986,NIRAJ, ? 321.51 ,Engineering - Construction
Global Education Ltd.,,GLOBAL, ? 320.43 ,Educational Institutions
Aveer Foods Ltd.,543737,, ? 319.88 ,Consumer Food
Tierra Agrotech Ltd.,543531,, ? 319.26 ,Agriculture
Shreyans Industries Ltd.,516016,SHREYANIND, ? 318.74 ,Paper & Paper Products
Graviss Hospitality Ltd.,509546,, ? 317.34 ,"Hotel, Resort & Restaurants"
Spright Agro Ltd.,531205,, ? 317.17 ,Textile
Akme Fintrade (India) Ltd.,544200,AFIL, ? 317.08 ,Finance - NBFC
Megastar Foods Ltd.,541352,MEGASTAR, ? 317.01 ,Consumer Food
PG Foils Ltd.,526747,, ? 316.99 ,Aluminium & Aluminium Products
Maral Overseas Ltd.,521018,MARALOVER, ? 316.79 ,Textile - Spinning
Ajanta Soya Ltd.,519216,, ? 316.14 ,Edible Oil
Pune e-Stock Broking Ltd,544141,, ? 315.13 ,Finance - Stock Broking
ASI Industries Ltd.,502015,ASOCSTONE, ? 314.81 ,Mining & Minerals
Elgi Rubber Company Ltd.,590023,ELGIRUBCO, ? 313.66 ,Rubber  Products
Kings Infra Ventures Ltd.,530215,, ? 313.18 ,Aquaculture
Axita Cotton Ltd.,542285,AXITA, ? 313.00 ,Textile
Alufluoride Ltd.,524634,, ? 312.82 ,Chemicals
Saakshi Medtech & Panels Ltd.,,SAAKSHI, ? 311.63 ,Electric Equipment
Anik Industries Ltd.,519383,ANIKINDS, ? 311.48 ,Trading
Menon Pistons Ltd.,531727,, ? 311.41 ,Auto Ancillary
Mason Infratech Ltd,,MASON, ? 311.38 ,Construction - Real Estate
Modi Rubber Ltd.,500890,MODIRUBBER, ? 309.53 ,Miscellaneous
Nitin Castings Ltd.,508875,, ? 309.46 ,Castings/Forgings
Alacrity Securities Ltd.,535916,, ? 309.17 ,Finance - Stock Broking
Northern Spirits Ltd.,542628,, ? 308.83 ,Trading
Indo US Bio-Tech Ltd.,541304,INDOUS, ? 307.96 ,Agriculture
Shivalic Power Control Ltd.,,SPCL, ? 305.79 ,Electric Equipment
Ratnabhumi Developers Ltd.,540796,, ? 305.65 ,Construction - Real Estate
Ravinder Heights Ltd.,543251,RVHL, ? 305.16 ,Construction - Real Estate
Sumit Woods Ltd.,,SUMIT, ? 305.08 ,Construction - Real Estate
Sah Polymers Ltd.,543743,SAH, ? 304.06 ,Plastic Products
Cineline India Ltd.,532807,CINELINE, ? 303.50 ,"Film Production, Distribution & Entertainment"
Chembond Material Technologies Ltd.,530871,CHEMBOND, ? 303.45 ,Chemicals
Shish Industries Ltd.,540693,, ? 303.23 ,Plastic Products
RDB Rasayans Ltd.,533608,, ? 302.66 ,Plastic Products
Revathi Equipment India Ltd.,544246,RVTH, ? 302.09 ,Engineering - Industrial Equipments
Zee Learn Ltd.,533287,ZEELEARN, ? 301.22 ,Educational Institutions
Kothari Sugars And Chemicals Ltd.,,KOTARISUG, ? 300.89 ,Sugar
Atlantaa Ltd.,532759,ATLANTAA, ? 300.41 ,Engineering - Construction
Manomay Tex India Ltd.,540396,MANOMAY, ? 300.02 ,Textile - Weaving
E Factor Experiences Ltd.,,EFACTOR, ? 299.72 ,TV Broadcasting & Software Production
Sakthi Sugars Ltd.,507315,SAKHTISUG, ? 299.62 ,Sugar
Zodiac Clothing Company Ltd.,521163,ZODIACLOTH, ? 299.32 ,Textile
Qualitek Labs Ltd,544091,, ? 298.39 ,Miscellaneous
Vibhor Steel Tubes Ltd.,544124,VSTL, ? 297.88 ,Steel & Iron Products
Univastu India Ltd.,,UNIVASTU, ? 297.85 ,Engineering - Construction
KPT Industries Ltd.,505299,, ? 297.79 ,Engineering - Industrial Equipments
Siyaram Recycling Industries Ltd.,544047,, ? 295.03 ,Metal - Non Ferrous
Birla Precision Technologies Ltd.,522105,, ? 294.83 ,Engineering - Industrial Equipments
Bhatia Communications & Retail (India) Ltd.,540956,, ? 294.36 ,Retailing
Jaysynth Orgochem Ltd.,524592,JDORGOCHEM, ? 293.96 ,Dyes & Pigments
Talbros Engineering Ltd.,538987,, ? 293.35 ,Auto Ancillary
Starteck Finance Ltd.,512381,STARTECK, ? 292.95 ,Finance - NBFC
Panasonic Energy India Company Ltd.,504093,LAKHNNATNL, ? 292.84 ,Batteries
Comfort Intech Ltd.,531216,, ? 292.42 ,Finance - NBFC
Vijay Solvex Ltd.,531069,, ? 292.16 ,Edible Oil
SV Global Mill Ltd.,535621,, ? 289.24 ,Construction - Real Estate
CP Capital Ltd.,533260,CAREERP, ? 288.92 ,Educational Institutions
Radix Industries (India) Ltd.,531412,, ? 287.61 ,Household & Personal Products
UFO Moviez India Ltd.,539141,UFO, ? 287.27 ,"Film Production, Distribution & Entertainment"
Reliance Home Finance Ltd.,540709,RHFL, ? 287.15 ,Finance - Housing
IL&FS Investment Managers Ltd.,511208,IVC, ? 287.03 ,Finance - Investment
Ponni Sugars (Erode) Ltd.,532460,PONNIERODE, ? 286.20 ,Sugar
Anlon Technology Solution Ltd.,,ANLON, ? 284.62 ,Engineering
Galaxy Bearings Ltd.,526073,, ? 284.37 ,Bearings
MK Proteins Ltd.,543919,MKPL, ? 284.16 ,Edible Oil
Dai-Ichi Karkaria Ltd.,526821,DAICHIKARK, ? 283.97 ,Chemicals
SBEC Sugar Ltd.,532102,, ? 283.64 ,Sugar
Gennex Laboratories Ltd.,531739,, ? 283.63 ,Pharmaceuticals & Drugs
Supreme Infrastructure India Ltd.,532904,SUPREMEINF, ? 281.42 ,Engineering - Construction
Goldstar Power Ltd.,,GOLDSTAR, ? 280.47 ,Batteries
Super Sales India Ltd.,512527,SUPER, ? 279.92 ,Textile - Spinning
Likhami Consulting Ltd.,539927,, ? 279.60 ,Engineering Consultancy
Sadhana Nitro Chem Ltd.,506642,SADHNANIQ, ? 279.34 ,Chemicals
NTC Industries Ltd.,526723,, ? 278.55 ,Cigarettes/Tobacco
Spectrum Talent Management Ltd.,,SPECTSTM, ? 278.50 ,Professional Services
Nureca Ltd.,543264,NURECA, ? 278.35 ,Medical Equipment/Supplies/Accessories
The Indian Wood Products Company Ltd.,540954,, ? 278.28 ,Cigarettes/Tobacco
Star Paper Mills Ltd.,516022,STARPAPER, ? 277.75 ,Paper & Paper Products
Star Housing Finance Ltd.,539017,, ? 276.85 ,Finance - Housing
Country Club Hospitality & Holidays Ltd.,526550,CCHHL, ? 276.42 ,"Hotel, Resort & Restaurants"
Sicagen India Ltd.,533014,SICAGEN, ? 276.41 ,Trading
Emerald Finance Ltd.,538882,, ? 276.36 ,Finance - NBFC
KCK Industries Ltd,,KCK, ? 276.35 ,Trading
Mercantile Ventures Ltd.,538942,, ? 276.21 ,Finance - NBFC
Balaxi Pharmaceuticals Ltd.,,BALAXI, ? 276.09 ,Trading
Ambalal Sarabhai Enterprises Ltd.,500009,AMBASARABH, ? 275.65 ,Pharmaceuticals & Drugs
Bannari Amman Spinning Mills Ltd.,532674,BASML, ? 273.81 ,Textile - Spinning
Rathi Steel & Power Ltd.,504903,, ? 272.91 ,Steel & Iron Products
Goyal Salt Ltd.,,GOYALSALT, ? 272.17 ,Consumer Food
Asian Hotels (East) Ltd.,533227,AHLEAST, ? 271.20 ,"Hotel, Resort & Restaurants"
Vantage Knowledge Academy Ltd.,539761,, ? 271.13 ,Educational Institutions
Dev Information Technology Ltd.,543462,DEVIT, ? 270.59 ,IT - Software
Leading Leasing Finance And Investment Co Ltd.,540360,, ? 270.53 ,Finance - NBFC
Ramdevbaba Solvent Ltd,,RBS, ? 270.23 ,Solvent  Extraction
Halder Venture Ltd.,539854,, ? 269.06 ,Trading
Pratham EPC Projects Ltd.,,PRATHAM, ? 268.36 ,Engineering - Construction
Kritika Wires Ltd.,,KRITIKA, ? 267.61 ,Steel & Iron Products
Kaka Industries Ltd.,543939,, ? 267.33 ,Plastic Products
LGB Forge Ltd.,533007,LGBFORGE, ? 266.79 ,Forgings
Gourmet Gateway India Ltd.,506134,, ? 266.40 ,Finance - Investment
Lakshmi Electrical Control Systems Ltd.,504258,LAKSELECON, ? 265.59 ,Electric Equipment
K.M. Sugar Mills Ltd.,532673,KMSUGAR, ? 265.51 ,Sugar
Unihealth Consultancy Ltd.,,UNIHEALTH, ? 265.50 ,Hospital & Healthcare Services
Thaai Casting Ltd,,TCL, ? 265.41 ,Castings/Forgings
Swadeshi Polytex Ltd.,503816,, ? 265.32 ,Business Support
Indian Toners & Developers Ltd.,523586,, ? 265.04 ,Chemicals
Surana Telecom And Power Ltd.,517530,SURANAT&P, ? 265.00 ,Power Generation/Distribution
Patels Airtemp (India) Ltd.,517417,, ? 264.84 ,Engineering - Industrial Equipments
Global Offshore Services Ltd.,501848,GLOBOFFS, ? 264.59 ,Shipping
India Gelatine & Chemicals Ltd.,531253,, ? 264.47 ,Chemicals
Plaza Wires Ltd.,544003,PLAZACABLE, ? 264.26 ,Cable
Trigyn Technologies Ltd.,517562,TRIGYN, ? 263.06 ,IT - Software
Sanjivani Paranteral Ltd.,531569,, ? 262.72 ,Pharmaceuticals & Drugs
Swastika Investmart Ltd.,530585,, ? 262.69 ,Finance - Stock Broking
Indowind Energy Ltd.,532894,INDOWIND, ? 261.34 ,Power Generation/Distribution
Cords Cable Industries Ltd.,532941,CORDSCABLE, ? 261.02 ,Cable
Rossell India Ltd.,533168,ROSSELLIND, ? 260.41 ,Defence
Shiva Texyarn Ltd.,511108,SHIVATEX, ? 260.23 ,Textile - Spinning
Murudeshwar Ceramics Ltd.,515037,MURUDCERA, ? 259.62 ,Ceramics/Marble/Granite/Sanitaryware
Drone Destination Ltd.,,DRONE, ? 259.37 ,Professional Services
Tips Films Ltd.,543614,TIPSFILMS, ? 259.31 ,"Film Production, Distribution & Entertainment"
Panache Digilife Ltd.,,PANACHE, ? 259.26 ,IT - Hardware
MK Exim (India) Ltd.,538890,, ? 259.12 ,Textile
Digicontent Ltd.,542685,DGCONTENT, ? 258.93 ,Printing And Publishing
Jyoti Ltd.,504076,, ? 256.91 ,Electric Equipment
Coastal Corporation Ltd.,501831,COASTCORP, ? 256.32 ,Consumer Food
Shri Keshav Cements & Infra Ltd.,530977,, ? 256.21 ,Cement & Construction Materials
Sayaji Hotel (Pune) Ltd.,544090,, ? 255.90 ,"Hotel, Resort & Restaurants"
Jasch Gauging Technologies Ltd.,544112,, ? 255.56 ,Engineering - Industrial Equipments
S D Retail Ltd,,SDREAMS, ? 255.09 ,Textile
Esconet Technologies Ltd,,ESCONET, ? 254.95 ,Trading
Panasonic Carbon India Company Ltd.,508941,PANCARBON, ? 254.18 ,Electrodes & Welding Equipment
Jay Ushin Ltd.,513252,, ? 253.90 ,Auto Ancillary
Competent Automobiles Company Ltd.,531041,, ? 253.37 ,Automobiles - Dealers & Distributors
Veto Switchgears And Cables Ltd.,539331,VETO, ? 253.33 ,Electric Equipment
Garnet International Ltd.,512493,, ? 253.29 ,Finance - Investment
DRC Systems India Ltd.,543268,DRCSYSTEMS, ? 253.22 ,IT - Software
Bhagyanagar India Ltd.,512296,BHAGYANGR, ? 252.38 ,Metal - Non Ferrous
Cochin Minerals & Rutile Ltd.,513353,, ? 251.58 ,Chemicals
Winsol Engineers Ltd.,,WINSOL, ? 250.31 ,Engineering Consultancy
Addictive Learning Technology Ltd.,,LAWSIKHO, ? 250.23 ,Educational Institutions
WH Brady & Company Ltd.,501391,, ? 246.90 ,Trading
Rana Sugars Ltd.,507490,RANASUG, ? 246.78 ,Sugar
Hindustan Organic Chemicals Ltd.,500449,HOCL, ? 246.59 ,Chemicals
Simplex Castings Ltd.,513472,SIMPLEXCAS, ? 246.58 ,Castings/Forgings
Positron Energy Ltd,,POSITRON, ? 246.29 ,Trading
Aashka Hospitals Ltd.,543346,, ? 245.70 ,Hospital & Healthcare Services
Kataria Industries Ltd,,KATARIA, ? 245.46 ,Engineering
Kapston Services Ltd.,,KAPSTON, ? 244.81 ,Professional Services
Envirotech Systems Ltd,,ENVIRO, ? 244.36 ,Engineering - Industrial Equipments
SAB Industries Ltd.,539112,, ? 244.35 ,Construction - Real Estate
Chatha Foods Ltd.,544151,, ? 244.19 ,Consumer Food
Sera Investments & Finance India Ltd.,512399,, ? 244.16 ,Finance - Others
Ceenik Exports (India) Ltd.,531119,CEENIKEXPO, ? 243.45 ,Textile
Praxis Home Retail Ltd.,540901,PRAXIS, ? 242.97 ,Retailing
Prime Fresh Ltd.,540404,, ? 242.42 ,Logistics
Oriental Carbon & Chemicals Ltd.,506579,OCCL, ? 241.07 ,Chemicals
Paul Merchants Ltd.,539113,, ? 241.03 ,Finance - Investment
Bimetal Bearings Ltd.,505681,BIMETAL, ? 240.92 ,Bearings
Emkay Taps And Cutting Tools Ltd.,,EMKAYTOOLS, ? 240.53 ,Engineering - Industrial Equipments
KBC Global Ltd.,541161,KBCGLOBAL, ? 240.52 ,Construction - Real Estate
United Polyfab Gujarat Ltd.,,UNITEDPOLY, ? 240.07 ,Textile - Weaving
Ahmedabad Steelcraft Ltd.,522273,, ? 238.11 ,Steel & Iron Products
Integra Essentia Ltd.,535958,ESSENTIA, ? 237.03 ,Textile
True Green Bio Energy Ltd.,533407,CNOVAPETRO, ? 236.76 ,Textile - Spinning
North Eastern Carrying Corporation Ltd.,534615,NECCLTD, ? 234.90 ,Logistics
Jhaveri Credits & Capital Ltd.,531550,, ? 234.80 ,Finance - Stock Broking
Mangal Credit and Fincorp Ltd.,505850,MANCREDIT, ? 234.45 ,Finance - NBFC
Trishakti Industries Ltd.,531279,, ? 234.26 ,Business Support
Lloyds Luxuries Ltd.,,LLOYDS, ? 233.75 ,Professional Services
Gayatri Rubbers and Chemicals Ltd.,,GRCL, ? 233.54 ,Rubber  Products
Neelamalai Agro Industries Ltd.,508670,, ? 233.27 ,Tea/Coffee
Narmada Gelatines Ltd.,526739,SHAWGELTIN, ? 233.15 ,Chemicals
Innomet Advanced Materials Ltd,,INNOMET, ? 233.05 ,Metal - Ferrous
GP Petroleums Ltd.,532543,GULFPETRO, ? 232.23 ,Lubricants
Aspinwall And Company Ltd.,,ASPINWALL, ? 232.20 ,Diversified
Rane Engine Valve Ltd.,532988,RANEENGINE, ? 231.86 ,Auto Ancillary
Generic Engineering Construction And Projects Ltd.,539407,GENCON, ? 231.71 ,Engineering - Construction
Raj Television Network Ltd.,532826,RAJTV, ? 231.53 ,TV Broadcasting & Software Production
Capital Trade Links Ltd.,538476,, ? 231.25 ,Finance - NBFC
Bambino Agro Industries Ltd.,519295,, ? 231.14 ,Consumer Food
Esprit Stones Ltd,,ESPRIT, ? 231.08 ,Ceramics/Marble/Granite/Sanitaryware
Purple Finance Ltd.,544191,, ? 230.65 ,Finance - NBFC
Duroply Industries Ltd.,516003,, ? 230.55 ,Wood & Wood Products
Premier Roadlines Ltd,,PRLIND, ? 230.45 ,Logistics
Natural Capsules Ltd.,524654,NATCAPSUQ, ? 229.19 ,Pharmaceuticals & Drugs
Power & Instrumentation (Gujarat) Ltd.,543912,PIGL, ? 229.15 ,Engineering - Construction
Captain Pipes Ltd.,538817,, ? 228.78 ,Rubber  Products
Worth Peripherals Ltd.,,WORTH, ? 228.63 ,Paper & Paper Products
Quint Digital Ltd.,539515,, ? 228.32 ,Business Support
Star Delta Transformers Ltd.,539255,, ? 226.70 ,Electric Equipment
Rajeshwari Cans Ltd.,543285,, ? 226.63 ,Packaging
Aksharchem (India) Ltd.,524598,AKSHARCHEM, ? 226.09 ,Dyes & Pigments
Aartech Solonics Ltd.,542580,AARTECH, ? 225.47 ,Electric Equipment
Felix Industries Ltd.,,FELIX, ? 225.36 ,Environmental Services
TBI Corn Ltd,,TBI, ? 224.89 ,Consumer Food
Veer Global Infraconstruction Ltd.,543241,, ? 224.57 ,Construction - Real Estate
The United Nilgiri Tea Estates Company Ltd.,,UNITEDTEA, ? 223.92 ,Tea/Coffee
Precision Electronics Ltd.,517258,, ? 223.38 ,Engineering - Construction
BEW Engineering Ltd.,,BEWLTD, ? 223.03 ,Engineering
OSIA Hyper Retail Ltd.,,OSIAHYPER, ? 222.77 ,Retailing
Crown Lifters Ltd.,,CROWN, ? 222.22 ,Business Support
Navkar Urbanstructure Ltd.,531494,NAVKARURB, ? 222.17 ,Construction - Real Estate
Ashapuri Gold Ornament Ltd.,542579,, ? 221.99 ,Diamond  &  Jewellery
Aeron Composites Ltd,,AERON, ? 221.60 ,Plastic Products
Energy-Mission Machineries (India) Ltd,,EMMIL, ? 220.70 ,Engineering - Industrial Equipments
ABans Enterprises Ltd.,512165,, ? 220.34 ,Trading
PE Analytics Ltd.,,PROPEQUITY, ? 220.12 ,Miscellaneous
NDL Ventures Ltd.,500189,NDLVENTURE, ? 219.61 ,TV Broadcasting & Software Production
Jullundur Motor Agency (Delhi) Ltd.,,JMA, ? 219.50 ,Trading
Gamco Ltd.,540097,, ? 218.94 ,Finance - NBFC
Ducon Infratechnologies Ltd.,534674,DUCON, ? 218.35 ,Engineering - Construction
Virinchi People’s Hospital Ltd.,532372,VIRINCHI, ? 218.23 ,IT - Software
Emmbi Industries Ltd.,533161,EMMBI, ? 218.20 ,Plastic Products
Waterbase Ltd.,523660,WATERBASE, ? 217.90 ,Animal Feed
Chemtech Industrial Valves Ltd.,537326,, ? 217.04 ,Engineering - Industrial Equipments
Vishwaraj Sugar Industries Ltd.,542852,VISHWARAJ, ? 216.96 ,Sugar
Alpa Laboratories Ltd.,532878,ALPA, ? 216.17 ,Pharmaceuticals & Drugs
Madhusudan Masala Ltd.,,MADHUSUDAN, ? 215.82 ,Consumer Food
Vuenow Infratech Ltd.,531997,, ? 215.70 ,Engineering - Industrial Equipments
Pritika Engineering Components Ltd.,,PRITIKA, ? 215.40 ,Auto Ancillary
Archidply Industries Ltd.,532994,ARCHIDPLY, ? 214.84 ,Wood & Wood Products
Scan Steels Ltd.,511672,, ? 214.48 ,Steel & Iron Products
Innovassynth Investments Ltd.,533315,, ? 214.42 ,Finance - NBFC
Sadbhav Engineering Ltd.,532710,SADBHAV, ? 213.95 ,Engineering - Construction
Intense Technologies Ltd.,532326,INTENTECH, ? 213.56 ,IT - Software
Coral Laboratories Ltd.,524506,, ? 213.28 ,Pharmaceuticals & Drugs
TruCap Finance Ltd.,540268,TRU, ? 211.81 ,Finance Term Lending
Dhunseri Tea & Industries Ltd.,538902,DTIL, ? 211.61 ,Tea/Coffee
Udayshivakumar Infra Ltd.,543861,USK, ? 211.24 ,Engineering - Construction
Lorenzini Apparels Ltd.,540952,LAL, ? 210.74 ,Textile
Bharat Agri Fert & Realty Ltd.,531862,, ? 210.36 ,Fertilizers
RRIL Ltd.,531307,, ? 209.09 ,Textile
Silicon Rental Solutions Ltd.,543615,, ? 208.97 ,Business Support
Galaxy Cloud Kitchens Ltd.,506186,, ? 208.52 ,"Film Production, Distribution & Entertainment"
Droneacharya Aerial Innovations Ltd.,543713,, ? 207.41 ,Professional Services
Nitiraj Engineers Ltd.,,NITIRAJ, ? 206.79 ,Engineering - Industrial Equipments
Tainwala Chemicals & Plastics (India) Ltd.,507785,TAINWALCHM, ? 206.75 ,Plastic Products
Cenlub Industries Ltd.,522251,, ? 205.14 ,Engineering - Industrial Equipments
Yash Optics & Lens Ltd.,,YASHOPTICS, ? 204.81 ,Medical Equipment/Supplies/Accessories
RS Software (India) Ltd.,517447,RSSOFTWARE, ? 204.09 ,IT - Software
IVP Ltd.,507580,IVP, ? 203.22 ,Chemicals
K&R Rail Engineering Ltd.,514360,, ? 202.48 ,Engineering - Construction
Kanoria Energy & Infrastructure Ltd.,539620,, ? 202.06 ,Cement & Construction Materials
Milkfood Ltd.,507621,, ? 201.90 ,Consumer Food
Upsurge Investment & Finance Ltd.,531390,, ? 201.72 ,Finance - NBFC
Stratmont Industries Ltd.,530495,, ? 200.91 ,Trading
Dolfin Rubbers Ltd.,542013,, ? 200.75 ,Rubber  Products
Available Finance Ltd.,531310,, ? 200.71 ,Finance - NBFC
Indian Sucrose Ltd.,500319,OSWALSUG, ? 199.75 ,Sugar
Umang Dairies Ltd.,500231,UMANGDAIRY, ? 199.46 ,Consumer Food
Sonam Ltd.,,SONAMLTD, ? 198.96 ,Consumer Durables - Domestic Appliances
International Combustion (India) Ltd.,505737,, ? 198.26 ,Engineering - Industrial Equipments
Shri Bajrang Alliance Ltd.,526981,, ? 197.78 ,Engineering - Industrial Equipments
Panchsheel Organics Ltd.,531726,PANCHSHEEL, ? 197.51 ,Pharmaceuticals & Drugs
Aarnav Fashions Ltd.,539562,, ? 197.04 ,Trading
Amba Enterprises Ltd.,539196,, ? 196.74 ,Engineering - Industrial Equipments
Diksat Transworld Ltd.,540151,, ? 196.48 ,TV Broadcasting & Software Production
Nephro Care India Ltd,,NEPHROCARE, ? 196.35 ,Hospital & Healthcare Services
Chemcrux Enterprises Ltd.,540395,, ? 195.85 ,Chemicals
Rajshree Polypack Ltd.,,RPPL, ? 192.74 ,Plastic Products
Inflame Appliances Ltd.,541083,, ? 191.81 ,Household & Personal Products
Equippp Social Impact Technologies Ltd.,590057,EQUIPPP, ? 190.93 ,Trading
Signet Industries Ltd.,512131,SIGIND, ? 190.75 ,Trading
Akanksha Power & Infrastructure Ltd.,,AKANKSHA, ? 190.74 ,Electric Equipment
RKEC Projects Ltd.,,RKEC, ? 190.61 ,Engineering - Construction
Incredible Industries Ltd.,538365,INCREDIBLE, ? 190.14 ,Steel & Iron Products
Mangalam Seeds Ltd.,539275,, ? 190.07 ,Agriculture
Cressanda Railway Solutions Ltd.,512379,, ? 189.57 ,IT - Software
Indian Terrain Fashions Ltd.,533329,INDTERRAIN, ? 189.29 ,Textile
Texmo Pipes And Products Ltd.,533164,TEXMOPIPES, ? 187.81 ,Plastic Products
Omax Autos Ltd.,520021,OMAXAUTO, ? 186.33 ,Trading
Jeyyam Global Foods Ltd,,JEYYAM, ? 186.19 ,Consumer Food
Coral India Finance & Housing Ltd.,531556,CORALFINAC, ? 185.03 ,Finance - NBFC
Maitreya Medicare Ltd.,,MAITREYA, ? 184.78 ,Hospital & Healthcare Services
Kanchi Karpooram Ltd.,538896,, ? 184.49 ,Chemicals
Apollo Finvest (India) Ltd.,512437,, ? 184.36 ,Finance - Investment
Hindcon Chemicals Ltd.,,HINDCON, ? 183.83 ,Chemicals
Intrasoft Technologies Ltd.,533181,ISFT, ? 183.78 ,BPO/ITeS
IP Rings Ltd.,523638,IPRINGLTD, ? 183.67 ,Auto Ancillary
Superhouse Ltd.,523283,SUPERHOUSE, ? 182.94 ,Footwear
Kesoram Industries Ltd.,502937,KESORAMIND, ? 182.67 ,Cement & Construction Materials
